ENTRY            13740   20000328                             00001374000000001 
SUBENT        13740001   20000328                             00001374000100001 
BIB                 13         32                                 1374000100002 
INSTITUTE  (1USALAS,1USAOHO,2AUSIRK)                              1374000100003 
REFERENCE  (J,PR/C,60,064609,1999)                                1374000100004 
AUTHOR     (F.B.BATEMAN,R.C.HAIGHT,M.B.CHADWICK,S.M.STERBENZ,     1374000100005 
           S.M.GRIMES,H.VONACH)                                   1374000100006 
TITLE      Light charged-particle production from neutron         1374000100007 
            bombardment of silicon up to 60 MeV: Role of level    1374000100008 
            densities and isospin                                 1374000100009 
FACILITY   (MESON,1USALAS) WNR at LANSCE.                         1374000100010 
INC-SOURCE (SPALL) Protons on w target.                           1374000100011 
SAMPLE     2 natural silicon foils.                               1374000100012 
           9.78 mg/cm2 sample used for deuteron and most proton   1374000100013 
            data.                                                 1374000100014 
           0.320 mg/cm2 sample used for alpha-particle data and   1374000100015 
            lowest proton energies.                               1374000100016 
METHOD     (EDE)                                                  1374000100017 
DETECTOR   (TELES) Four 3-element  telescopes.                    1374000100018 
           1st element consisted of either a thin-window low-     1374000100019 
            pressure gass proportional counter for alpha          1374000100020 
            detection, or a thin silicon surface barrier detector.1374000100021 
           2nd element consisted of silicon surface barrier E     1374000100022 
            detectors.                                            1374000100023 
           3rd element consisted of CsI(Tl) detectors for higher  1374000100024 
            energy protons and alphas.                            1374000100025 
MONITOR    Silicon detectors calibrated using 228,229Th alpha-    1374000100026 
            particle source.                                      1374000100027 
CORRECTION Corrected for:                                         1374000100028 
           . particles not stopped in silicon detector,           1374000100029 
           . energy loss in detectors,                            1374000100030 
           .ejectile flight time from sample to detector.         1374000100031 
STATUS     Data received by email from R.Haight, 25 February 2000.1374000100032 
           No reply from R. Haight to author proof.               1374000100033 
HISTORY    (20000228C)                                            1374000100034 
ENDBIB              32          0                                 1374000100035 
NOCOMMON             0          0                                 1374000100036 
ENDSUBENT           35          0                                 1374000199999 
SUBENT        13740002   20000228                             00001374000200001 
BIB                  2          3                                 1374000200002 
REACTION   (14-SI-0(N,X)1-H-1,,DA/DE)                             1374000200003 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       1374000200004 
           Systematic uncertainty about 10%.                      1374000200005 
ENDBIB               3          0                                 1374000200006 
NOCOMMON             0          0                                 1374000200007 
DATA                 6       4583                                 1374000200008 
EN-MIN     EN-MAX     ANG        E-MEAN     DATA       ERR-S      1374000200009 
    9.00      11.00    30.           5.75     2.8059     0.0677   1374000200364 
    9.00      11.00    30.           6.25     1.5331     0.0517   1374000200365 
    9.00      11.00    30.           6.75     0.6843     0.0348   1374000200366 
    9.00      11.00    30.           7.25     0.0320     0.0188   1374000200367 
    9.00      11.00    30.           7.75     0.0000     0.0188   1374000200368 
    9.00      11.00    30.           8.25     0.0000     0.0132   1374000200369 
    9.00      11.00    30.           8.75     0.0000     0.0150   1374000200370 
    9.00      11.00    30.           9.25     0.0000     0.0188   1374000200371 
    9.00      11.00    30.           9.75     0.0451     0.0197   1374000200372 
    9.00      11.00    30.          10.25     0.0216     0.0085   1374000200373 
    9.00      11.00    30.          10.75     0.0038     0.0066   1374000200374 
    9.00      11.00    30.          11.25     0.0000     0.0028   1374000200375 
    9.00      11.00    30.          11.75     0.0028     0.0019   1374000200376 
    9.00      11.00    30.          12.25     0.0056     0.0028   1374000200377 
    9.00      11.00    30.          12.75     0.0019     0.0019   1374000200378 
    9.00      11.00    30.          13.25     0.0038     0.0028   1374000200379 
    9.00      11.00    30.          13.75     0.0019     0.0019   1374000200380 
    9.00      11.00    30.          15.25     0.0019     0.0019   1374000200381 
    9.00      11.00    30.          16.25     0.0019     0.0019   1374000200382 
    9.00      11.00    30.          17.25     0.0000     0.0038   1374000200383 
    9.00      11.00    30.          17.75     0.0000     0.0047   1374000200384 
    9.00      11.00    30.          21.25     0.0009     0.0019   1374000200385 
    9.00      11.00    30.          24.25     0.0019     0.0019   1374000200386 
    9.00      11.00    30.          27.25     0.0000     0.0038   1374000200387 
    9.00      11.00    30.          27.75     0.0000     0.0047   1374000200388 
    9.00      11.00    30.          31.25     0.0019     0.0019   1374000200389 
    9.00      11.00    30.          35.25     0.0019     0.0019   1374000200390 
    9.00      11.00    30.          39.25     0.0019     0.0019   1374000200391 
    9.00      11.00    30.          40.75     0.0000     0.0038   1374000200392 
    9.00      11.00    30.          41.25     0.0000     0.0047   1374000200393 
    9.00      11.00    30.          42.25     0.0019     0.0019   1374000200394 
    9.00      11.00    30.          42.75     0.0009     0.0019   1374000200395 
    9.00      11.00    30.          43.75     0.0000     0.0056   1374000200396 
    9.00      11.00    30.          44.25     0.0009     0.0019   1374000200397 
    9.00      11.00    30.          45.25     0.0009     0.0019   1374000200398 
    9.00      11.00    30.          48.25     0.0000     0.0056   1374000200399 
    9.00      11.00    30.          48.75     0.0028     0.0028   1374000200400 
    9.00      11.00    30.          50.75     0.0019     0.0019   1374000200401 
    9.00      11.00    60.           1.25     0.0568     0.0695   1374000200402 
    9.00      11.00    60.           1.75     0.1812     0.3258   1374000200403 
    9.00      11.00    60.           2.25     2.5015     0.3485   1374000200404 
    9.00      11.00    60.           2.75     4.0683     0.3426   1374000200405 
    9.00      11.00    60.           3.25     5.1733     0.3744   1374000200406 
    9.00      11.00    60.           3.75     5.2509     0.4235   1374000200407 
    9.00      11.00    60.           4.25     3.3586     0.0592   1374000200408 
    9.00      11.00    60.           4.75     3.4771     0.0602   1374000200409 
    9.00      11.00    60.           5.25     3.2449     0.0583   1374000200410 
    9.00      11.00    60.           5.75     2.3716     0.0489   1374000200411 
    9.00      11.00    60.           6.25     1.2474     0.0357   1374000200412 
    9.00      11.00    60.           6.75     0.1936     0.0150   1374000200413 
    9.00      11.00    60.           7.25     0.0197     0.0047   1374000200414 
    9.00      11.00    60.           7.75     0.0038     0.0019   1374000200415 
    9.00      11.00    60.           8.25     0.0000     0.0047   1374000200416 
    9.00      11.00    60.           8.75     0.0000     0.0038   1374000200417 
    9.00      11.00    60.           9.75     0.0009     0.0103   1374000200418 
    9.00      11.00    60.          10.25     0.0056     0.0047   1374000200419 
    9.00      11.00    60.          10.75     0.0028     0.0019   1374000200420 
    9.00      11.00    60.          11.25     0.0038     0.0019   1374000200421 
    9.00      11.00    90.           1.25     0.0454     0.0247   1374000200422 
    9.00      11.00    90.           1.75     0.4173     0.2546   1374000200423 
    9.00      11.00    90.           2.25     1.7832     0.2876   1374000200424 
    9.00      11.00    90.           2.75     3.5626     0.2920   1374000200425 
    9.00      11.00    90.           3.25     4.1264     0.3142   1374000200426 
    9.00      11.00    90.           3.75     4.4127     0.3190   1374000200427 
    9.00      11.00    90.           4.25     4.1737     0.3238   1374000200428 
    9.00      11.00    90.           4.75     3.0559     0.0461   1374000200429 
    9.00      11.00    90.           5.25     2.6884     0.0432   1374000200430 
    9.00      11.00    90.           5.75     1.8791     0.0367   1374000200431 
    9.00      11.00    90.           6.25     1.2417     0.0291   1374000200432 
    9.00      11.00    90.           6.75     0.3572     0.0160   1374000200433 
    9.00      11.00    90.           7.25     0.0226     0.0047   1374000200434 
    9.00      11.00    90.           7.75     0.0047     0.0038   1374000200435 
    9.00      11.00    90.           9.75     0.0000     0.0056   1374000200436 
    9.00      11.00    90.          10.25     0.0047     0.0047   1374000200437 
    9.00      11.00    90.          10.75     0.0160     0.0056   1374000200438 
    9.00      11.00    90.          11.25     0.0113     0.0028   1374000200439 
    9.00      11.00    90.          11.75     0.0047     0.0019   1374000200440 
    9.00      11.00   135.           1.75     0.0172     0.0390   1374000200441 
    9.00      11.00   135.           2.25     0.9180     0.2441   1374000200442 
    9.00      11.00   135.           2.75     1.8439     0.3448   1374000200443 
    9.00      11.00   135.           3.25     3.5454     0.3576   1374000200444 
    9.00      11.00   135.           3.75     4.1326     0.3644   1374000200445 
    9.00      11.00   135.           4.25     3.5689     0.3732   1374000200446 
    9.00      11.00   135.           4.75     4.1114     0.3459   1374000200447 
    9.00      11.00   135.           5.25     2.0840     0.0423   1374000200448 
    9.00      11.00   135.           5.75     1.1120     0.0310   1374000200449 
    9.00      11.00   135.           6.25     0.0658     0.0094   1374000200450 
    9.00      11.00   135.           6.75     0.0085     0.0056   1374000200451 
    9.00      11.00   135.           7.25     0.0066     0.0038   1374000200452 
    9.00      11.00   135.           7.75     0.0000     0.0056   1374000200453 
    9.00      11.00   135.           8.25     0.0047     0.0028   1374000200454 
    9.00      11.00   135.           8.75     0.0000     0.0038   1374000200455 
    9.00      11.00   135.           9.75     0.0000     0.0132   1374000200456 
    9.00      11.00   135.          10.25     0.0113     0.0075   1374000200457 
    9.00      11.00   135.          10.75     0.0028     0.0028   1374000200458 
    9.00      11.00   135.          11.25     0.0000     0.0028   1374000200459 
    9.00      11.00   135.          14.25     0.0000     0.0019   1374000200460 
    9.00      11.00   135.          21.25     0.0000     0.0028   1374000200461 
   10.00      12.00    30.           1.25     0.5090     0.3620   1374000200462 
   10.00      12.00    30.           1.75     2.5271     0.6857   1374000200463 
   10.00      12.00    30.           2.25     2.1665     0.6511   1374000200464 
   10.00      12.00    30.           2.75     4.3145     0.6945   1374000200465 
   10.00      12.00    30.           3.25     5.2044     0.7252   1374000200466 
   10.00      12.00    30.           3.75     5.0311     0.7557   1374000200467 
   10.00      12.00    30.           4.25     4.3437     0.0931   1374000200468 
   10.00      12.00    30.           4.75     3.9950     0.0912   1374000200469 
   10.00      12.00    30.           5.25     3.5081     0.0837   1374000200470 
   10.00      12.00    30.           5.75     2.9469     0.0761   1374000200471 
   10.00      12.00    30.           6.25     2.7909     0.0743   1374000200472 
   10.00      12.00    30.           6.75     1.7493     0.0592   1374000200473 
   10.00      12.00    30.           7.25     1.3282     0.0526   1374000200474 
   10.00      12.00    30.           7.75     0.4794     0.0357   1374000200475 
   10.00      12.00    30.           8.25     0.0169     0.0197   1374000200476 
   10.00      12.00    30.           8.75     0.0000     0.0169   1374000200477 
   10.00      12.00    30.           9.25     0.0000     0.0263   1374000200478 
   10.00      12.00    30.           9.75     0.0564     0.0273   1374000200479 
   10.00      12.00    30.          10.25     0.0376     0.0141   1374000200480 
   10.00      12.00    30.          10.75     0.0207     0.0066   1374000200481 
   10.00      12.00    30.          11.25     0.0019     0.0075   1374000200482 
   10.00      12.00    30.          11.75     0.0085     0.0038   1374000200483 
   10.00      12.00    30.          12.25     0.0000     0.0075   1374000200484 
   10.00      12.00    30.          12.75     0.0028     0.0028   1374000200485 
   10.00      12.00    30.          13.25     0.0028     0.0028   1374000200486 
   10.00      12.00    30.          13.75     0.0019     0.0019   1374000200487 
   10.00      12.00    30.          14.25     0.0019     0.0019   1374000200488 
   10.00      12.00    30.          14.75     0.0038     0.0028   1374000200489 
   10.00      12.00    30.          15.75     0.0009     0.0019   1374000200490 
   10.00      12.00    30.          16.25     0.0019     0.0019   1374000200491 
   10.00      12.00    30.          16.75     0.0000     0.0085   1374000200492 
   10.00      12.00    30.          17.25     0.0000     0.0056   1374000200493 
   10.00      12.00    30.          21.25     0.0028     0.0028   1374000200494 
   10.00      12.00    30.          24.25     0.0038     0.0028   1374000200495 
   10.00      12.00    30.          25.25     0.0009     0.0019   1374000200496 
   10.00      12.00    30.          25.75     0.0000     0.0075   1374000200497 
   10.00      12.00    30.          27.25     0.0000     0.0038   1374000200498 
   10.00      12.00    30.          27.75     0.0000     0.0056   1374000200499 
   10.00      12.00    30.          30.25     0.0019     0.0019   1374000200500 
   10.00      12.00    30.          32.25     0.0000     0.0066   1374000200501 
   10.00      12.00    30.          32.75     0.0000     0.0028   1374000200502 
   10.00      12.00    30.          35.25     0.0019     0.0019   1374000200503 
   10.00      12.00    30.          35.75     0.0047     0.0028   1374000200504 
   10.00      12.00    30.          36.25     0.0009     0.0019   1374000200505 
   10.00      12.00    30.          39.25     0.0019     0.0019   1374000200506 
   10.00      12.00    30.          40.75     0.0019     0.0019   1374000200507 
   10.00      12.00    30.          42.25     0.0009     0.0019   1374000200508 
   10.00      12.00    30.          45.25     0.0009     0.0019   1374000200509 
   10.00      12.00    30.          47.25     0.0019     0.0019   1374000200510 
   10.00      12.00    30.          48.25     0.0038     0.0028   1374000200511 
   10.00      12.00    30.          48.75     0.0019     0.0019   1374000200512 
   10.00      12.00    30.          49.25     0.0000     0.0047   1374000200513 
   10.00      12.00    30.          49.75     0.0000     0.0056   1374000200514 
   10.00      12.00    30.          50.25     0.0019     0.0019   1374000200515 
   10.00      12.00    60.           1.25     0.0768     0.1149   1374000200516 
   10.00      12.00    60.           1.75     0.2093     0.4019   1374000200517 
   10.00      12.00    60.           2.25     1.9213     0.3911   1374000200518 
   10.00      12.00    60.           2.75     3.7620     0.4107   1374000200519 
   10.00      12.00    60.           3.25     5.1216     0.4239   1374000200520 
   10.00      12.00    60.           3.75     5.4369     0.4966   1374000200521 
   10.00      12.00    60.           4.25     3.6575     0.0686   1374000200522 
   10.00      12.00    60.           4.75     3.3276     0.0658   1374000200523 
   10.00      12.00    60.           5.25     2.8567     0.0602   1374000200524 
   10.00      12.00    60.           5.75     3.5203     0.0667   1374000200525 
   10.00      12.00    60.           6.25     2.3575     0.0545   1374000200526 
   10.00      12.00    60.           6.75     1.2361     0.0395   1374000200527 
   10.00      12.00    60.           7.25     0.7943     0.0320   1374000200528 
   10.00      12.00    60.           7.75     0.1419     0.0132   1374000200529 
   10.00      12.00    60.           8.25     0.0056     0.0075   1374000200530 
   10.00      12.00    60.           8.75     0.0000     0.0066   1374000200531 
   10.00      12.00    60.           9.25     0.0009     0.0028   1374000200532 
   10.00      12.00    60.           9.75     0.0526     0.0150   1374000200533 
   10.00      12.00    60.          10.25     0.0244     0.0103   1374000200534 
   10.00      12.00    60.          10.75     0.0085     0.0028   1374000200535 
   10.00      12.00    60.          11.25     0.0094     0.0038   1374000200536 
   10.00      12.00    60.          11.75     0.0056     0.0028   1374000200537 
   10.00      12.00    90.           1.25     0.0280     0.0216   1374000200538 
   10.00      12.00    90.           1.75     0.6445     0.2795   1374000200539 
   10.00      12.00    90.           2.25     1.3254     0.3532   1374000200540 
   10.00      12.00    90.           2.75     3.4345     0.3514   1374000200541 
   10.00      12.00    90.           3.25     5.0297     0.3716   1374000200542 
   10.00      12.00    90.           3.75     4.2688     0.3559   1374000200543 
   10.00      12.00    90.           4.25     4.8860     0.3837   1374000200544 
   10.00      12.00    90.           4.75     2.9901     0.0508   1374000200545 
   10.00      12.00    90.           5.25     2.4619     0.0461   1374000200546 
   10.00      12.00    90.           5.75     2.4111     0.0461   1374000200547 
   10.00      12.00    90.           6.25     2.1780     0.0432   1374000200548 
   10.00      12.00    90.           6.75     1.1966     0.0320   1374000200549 
   10.00      12.00    90.           7.25     0.6956     0.0244   1374000200550 
   10.00      12.00    90.           7.75     0.2529     0.0150   1374000200551 
   10.00      12.00    90.           8.25     0.0132     0.0047   1374000200552 
   10.00      12.00    90.           8.75     0.0028     0.0038   1374000200553 
   10.00      12.00    90.           9.75     0.0000     0.0056   1374000200554 
   10.00      12.00    90.          10.25     0.0113     0.0075   1374000200555 
   10.00      12.00    90.          10.75     0.0235     0.0075   1374000200556 
   10.00      12.00    90.          11.25     0.0216     0.0047   1374000200557 
   10.00      12.00    90.          11.75     0.0094     0.0047   1374000200558 
   10.00      12.00    90.          12.25     0.0028     0.0019   1374000200559 
   10.00      12.00    90.          12.75     0.0038     0.0019   1374000200560 
   10.00      12.00    90.          14.75     0.0019              1374000200561 
   10.00      12.00    90.          16.25     0.0019              1374000200562 
   10.00      12.00    90.          18.75     0.0000     0.0028   1374000200563 
   10.00      12.00    90.          19.25     0.0000     0.0019   1374000200564 
